0%,1%,5%,10%
44878.0,35399.39127,28197.90367,27808.87681
45768.0,31829.72942,14369.010230000002,18841.6909
80528.0,59971.640020000006,50153.13583,33555.46352
43642.0,36039.347089999996,27277.08781,27101.014489999998
98323.0,63613.22351,9940.211140000001,12906.80585
64429.0,43856.05522,30097.433360000003,28388.417289999998
160065.0,105581.7026,70627.60727000001,41190.61294
45233.0,32354.463839999997,24618.53936,24110.557719999997
88152.0,66526.04996,51312.681730000004,39850.90505
65289.0,42111.58848,27630.820689999997,24417.41429
94887.0,68349.04338999999,58338.9588,53128.72839
83194.0,59086.5635,31130.872689999997,17275.32759
83801.0,53790.04837999999,36924.63654,28848.00475
